809		P		32400		1666
810		B		32320		326
811		B		32360		295
812		P		32520		1679
813		B		32440		801
814		B		32480		777
815		I		32640		6630
816		B		32560		254
817		B		32600		148
818		P		32760		1443
819		B		32680		584
820		B		32720		613
821		P		32880		1765
822		B		32800		359
823		B		32840		800
824		P		33000		1546
825		B		32920		659
826		B		32960		812
827		I		33120		6487
828		B		33040		399
829		B		33080		149
830		P		33240		1482
831		B		33160		275
832		B		33200		460
833		P		33360		1876
834		B		33280		947
835		B		33320		880
836		P		33480		1894
837		B		33400		412
838		B		33440		329
839		I		33600		6888
840		B		33520		1970
841		B		33560		1965
842		P		33720		4825
843		B		33640		473
844		B		33680		1116
845		P		33840		2899
846		B		33760		1624
847		B		33800		1673
848		P		33960		3281
849		B		33880		1465
850		B		33920		1411
851		I		34080		6166
852		B		34000		1628
853		B		34040		1309
854		P		34200		3053
855		B		34120		1919
856		B		34160		1836
857		P		34320		4295
858		B		34240		1587
859		B		34280		1418
860		P		34440		2834
861		B		34360		1659
862		B		34400		1842
863		I		34560		7528
864		B		34480		1331
865		B		34520		1198
866		P		34680		2641
867		B		34600		1425
868		B		34640		1306
869		P		34800		2676
870		B		34720		1125
871		B		34760		1163
872		P		34920		3048
873		B		34840		1292
874		B		34880		1599
875		I		35040		6741
876		B		34960		1192
877		B		35000		1188
878		P		35160		2351
879		B		35080		960
880		B		35120		964
881		P		35280		2480
882		B		35200		1314
883		B		35240		1314
884		P		35400		3382
885		B		35320		1420
886		B		35360		984
887		I		35520		7636
888		B		35440		1380
889		B		35480		1409
890		P		35640		2791
891		B		35560		1144
892		B		35600		1275
893		P		35760		2629
894		B		35680		1652
895		B		35720		1523
896		P		35880		3049
897		B		35800		1258
898		B		35840		1135
899		I		36000		6286
900		B		35920		1382
901		B		35960		1405
902		P		36120		3013
903		B		36040		1603
904		B		36080		1568
905		P		36240		3202
906		B		36160		1209
907		B		36200		1058
908		P		36360		2906
909		B		36280		1250
910		B		36320		1610
911		I		36480		6970
912		B		36400		411
913		B		36440		249
914		P		36600		2616
915		B		36520		1499
916		B		36560		1539
917		P		36720		2272
918		B		36640		978
919		B		36680		418
920		P		36840		2177
921		B		36760		1284
922		B		36800		1292
923		I		36960		6516
924		B		36880		663
925		B		36920		204
926		P		37080		1839
927		B		37000		544
928		B		37040		630
929		P		37200		2205
930		B		37120		1198
931		B		37160		1024
932		P		37320		2441
933		B		37240		436
934		B		37280		458
935		I		37440		6763
936		B		37360		1560
937		B		37400		1560
938		P		37560		1751
939		B		37480		256
940		B		37520		322
941		P		37680		4807
942		B		37600		1117
943		B		37640		1372
944		P		37800		2518
945		B		37720		520
946		B		37760		487
947		I		37920		6913
948		B		37840		694
949		B		37880		830
950		P		38040		2192
951		B		37960		763
952		B		38000		570
953		P		38160		1724
954		B		38080		430
955		B		38120		546
956		P		38280		2394
957		B		38200		1095
958		B		38240		1269
959		I		38400		7166
960		B		38320		778
961		B		38360		778
962		P		38520		2047
963		B		38440		1036
964		B		38480		1044
965		P		38640		1849
966		B		38560		890
967		B		38600		898
968		P		38760		1641
969		B		38680		360
970		B		38720		896
971		I		38880		7222
972		B		38800		478
973		B		38840		290
974		P		39000		1420
975		B		38920		404
976		B		38960		504
977		P		39120		1568
978		B		39040		615
979		B		39080		728
980		P		39240		2097
981		B		39160		931
982		B		39200		744
983		I		39360		7066
984		B		39280		879
985		B		39320		901
986		P		39480		1587
987		B		39400		264
988		B		39440		380
989		P		39600		2101
990		B		39520		875
991		B		39560		1027
992		P		39720		3802
993		B		39640		1510
994		B		39680		1991
995		I		39840		6825
996		B		39760		2994
997		B		39800		3159
998		P		39960		4020
999		B		39880		3053
1000		B		39920		2377
1001		P		40080		3508
1002		B		40000		1105
1003		B		40040		1490
1004		P		40200		2905
1005		B		40120		1875
1006		B		40160		2422
1007		I		40320		4772
1008		B		40240		1311
1009		B		40280		1017
1010		P		40440		967
1011		B		40360		422
1012		B		40400		406
1013		P		40560		681
1014		B		40480		180
1015		B		40520		149
1016		P		40680		654
1017		B		40600		389
1018		B		40640		405
1019		I		40800		4230
1020		B		40720		379
1021		B		40760		165
1022		P		40920		556
1023		B		40840		151
1024		B		40880		202
1025		P		41040		685
1026		B		40960		282
1027		B		41000		228
1028		P		41160		678
1029		B		41080		153
1030		B		41120		330
1031		I		41280		4300
1032		B		41200		305
1033		B		41240		312
1034		P		41400		696
1035		B		41320		121
1036		B		41360		163
1037		P		41520		630
1038		B		41440		259
1039		B		41480		255
1040		P		41640		524
1041		B		41560		293
1042		B		41600		268
1043		I		41760		3480
1044		B		41680		471
1045		B		41720		705
1046		P		41880		1113
1047		B		41800		588
1048		B		41840		518
1049		P		42000		1012
1050		B		41920		418
1051		B		41960		396
1052		P		42120		897
1053		B		42040		551
1054		B		42080		559
1055		I		42240		3724
1056		B		42160		529
1057		B		42200		453
1058		P		42360		2088
1059		B		42280		691
1060		B		42320		618
1061		P		42480		1062
1062		B		42400		521
1063		B		42440		533
1064		P		42600		1182
1065		B		42520		584
1066		B		42560		605
1067		I		42720		3887
1068		B		42640		792
1069		B		42680		806
1070		P		42840		2198
1071		B		42760		1136
1072		B		42800		1129
1073		P		42960		1736
1074		B		42880		1131
1075		B		42920		1110
1076		P		43080		2059
1077		B		43000		820
1078		B		43040		397
1079		I		43200		3315
1080		B		43120		654
1081		B		43160		711
1082		P		43320		1154
1083		B		43240		550
1084		B		43280		645
1085		P		43440		1444
1086		B		43360		719
1087		B		43400		784
1088		P		43560		1417
1089		B		43480		838
1090		B		43520		445
1091		I		43680		3550
1092		B		43600		741
1093		B		43640		809
1094		P		43800		1287
1095		B		43720		513
1096		B		43760		457
1097		P		43920		1112
1098		B		43840		347
1099		B		43880		366
1100		P		44040		1271
1101		B		43960		672
1102		B		44000		802
1103		I		44160		3731
1104		B		44080		764
1105		B		44120		642
1106		P		44280		1123
1107		B		44200		690
1108		B		44240		741
1109		P		44400		1048
1110		B		44320		382
1111		B		44360		422
1112		P		44520		1314
1113		B		44440		708
1114		B		44480		722
1115		I		44640		3931
1116		B		44560		939
1117		B		44600		831
1118		P		44760		1312
1119		B		44680		327
1120		B		44720		713
1121		P		44880		1274
1122		B		44800		748
1123		B		44840		620
1124		P		45000		1161
1125		B		44920		348
1126		B		44960		318
1127		I		45120		3663
1128		B		45040		560
1129		B		45080		777
1130		P		45240		2438
1131		B		45160		552
1132		B		45200		713
1133		P		45360		2412
1134		B		45280		1298
1135		B		45320		1385
1136		P		45480		2717
1137		B		45400		1501
1138		B		45440		1685
1139		I		45600		4059
1140		B		45520		1751
1141		B		45560		2160
1142		P		45720		2158
1143		B		45640		1550
1144		B		45680		1310
1145		P		45840		1369
1146		B		45760		1008
1147		B		45800		721
1148		P		45960		1428
1149		B		45880		844
1150		B		45920		908
1151		I		46080		2923
1152		B		46000		771
1153		B		46040		573
1154		P		46200		1757
1155		B		46120		240
1156		B		46160		343
1157		P		46320		3227
1158		B		46240		1370
1159		B		46280		1348
1160		P		46440		2065
1161		B		46360		809
1162		B		46400		412
1163		I		46560		4655
1164		B		46480		667
1165		B		46520		594
1166		P		46680		665
1167		B		46600		143
1168		B		46640		207
1169		P		46800		833
1170		B		46720		226
1171		B		46760		250
1172		P		46920		532
1173		B		46840		136
1174		B		46880		138
1175		I		47040		4595
1176		B		46960		126
1177		B		47000		159
1178		P		47160		1279
1179		B		47080		447
1180		B		47120		638
1181		P		47280		1712
1182		B		47200		653
1183		B		47240		1001
1184		P		47400		3895
1185		B		47320		1345
1186		B		47360		1887
1187		I		47520		4710
1188		B		47440		2378
1189		B		47480		1883
1190		P		47640		2177
1191		B		47560		1460
1192		B		47600		1177
1193		P		47760		1787
1194		B		47680		1052
1195		B		47720		762
1196		P		47880		1701
1197		B		47800		1125
1198		B		47840		1007
1199		I		48000		3620
1200		B		47920		895
1201		B		47960		808
1202		P		48120		1729
1203		B		48040		884
1204		B		48080		1083
1205		P		48240		1703
1206		B		48160		973
1207		B		48200		906
1208		P		48360		1947
1209		B		48280		990
1210		B		48320		1011
1211		I		48480		4764
1212		B		48400		1189
1213		B		48440		1229
1214		P		48600		2416
1215		B		48520		1133
1216		B		48560		1449
1217		P		48720		2452
1218		B		48640		1200
1219		B		48680		1068
1220		P		48840		2256
1221		B		48760		842
1222		B		48800		766
1223		I		48960		4797
1224		B		48880		1164
1225		B		48920		1373
1226		P		49080		3134
1227		B		49000		1530
1228		B		49040		1259
1229		P		49200		2792
1230		B		49120		1249
1231		B		49160		1489
1232		P		49320		2443
1233		B		49240		1356
1234		B		49280		1217
1235		I		49440		4883
1236		B		49360		1080
1237		B		49400		1248
1238		P		49560		2673
1239		B		49480		1352
1240		B		49520		1375
1241		P		49680		2638
1242		B		49600		1363
1243		B		49640		1316
1244		P		49800		2423
1245		B		49720		1387
1246		B		49760		1476
1247		I		49920		5044
1248		B		49840		881
1249		B		49880		1020
1250		P		50040		2555
1251		B		49960		1266
1252		B		50000		1297
1253		P		50160		2901
1254		B		50080		1485
1255		B		50120		1366
1256		P		50280		2378
1257		B		50200		1245
1258		B		50240		1211
1259		I		50400		5580
1260		B		50320		1408
1261		B		50360		1344
1262		P		50520		2940
1263		B		50440		1272
1264		B		50480		1448
1265		P		50640		2363
1266		B		50560		1425
1267		B		50600		1399
1268		P		50760		2425
1269		B		50680		1176
1270		B		50720		777
1271		I		50880		5084
1272		B		50800		1150
1273		B		50840		1221
1274		P		51000		3456
1275		B		50920		1355
1276		B		50960		1399
1277		P		51120		2654
1278		B		51040		1228
1279		B		51080		1441
1280		P		51240		2591
1281		B		51160		1271
1282		B		51200		1377
1283		I		51360		4855
1284		B		51280		1260
1285		B		51320		1200
1286		P		51480		2273
1287		B		51400		1127
1288		B		51440		985
1289		P		51600		2359
1290		B		51520		1051
1291		B		51560		1150
1292		P		51720		2039
1293		B		51640		1244
1294		B		51680		1149
1295		I		51840		4341
1296		B		51760		833
1297		B		51800		831
1298		P		51960		1743
1299		B		51880		949
1300		B		51920		703
1301		P		52080		1149
1302		B		52000		550
1303		B		52040		409
1304		P		52200		568
1305		B		52120		328
1306		B		52160		241
1307		I		52320		4014
1308		B		52240		133
1309		B		52280		133
1310		P		52440		748
1311		B		52360		233
1312		B		52400		312
1313		P		52560		1499
1314		B		52480		489
1315		B		52520		525
1316		P		52680		1490
1317		B		52600		593
1318		B		52640		459
1319		I		52800		4122
1320		B		52720		760
1321		B		52760		855
1322		P		52920		1003
1323		B		52840		180
1324		B		52880		281
1325		P		53040		1165
1326		B		52960		563
1327		B		53000		535
1328		P		53160		1582
1329		B		53080		346
1330		B		53120		643
1331		I		53280		4403
1332		B		53200		987
1333		B		53240		1092
1334		P		53400		1380
1335		B		53320		686
1336		B		53360		375
1337		P		53520		2252
1338		B		53440		710
1339		B		53480		886
1340		P		53640		2681
1341		B		53560		690
1342		B		53600		553
1343		I		53760		4545
1344		B		53680		126
1345		B		53720		146
1346		P		53880		1017
1347		B		53800		253
1348		B		53840		273
1349		P		54000		2482
1350		B		53920		1239
1351		B		53960		1149
1352		P		54120		2969
1353		B		54040		1361
1354		B		54080		1377
1355		I		54240		3911
1356		B		54160		1036
1357		B		54200		232
1358		P		54360		1266
1359		B		54280		866
1360		B		54320		860
1361		P		54480		1481
1362		B		54400		681
1363		B		54440		828
1364		P		54600		1249
1365		B		54520		804
1366		B		54560		617
1367		I		54720		3183
1368		B		54640		1070
1369		B		54680		791
1370		P		54840		1632
1371		B		54760		465
1372		B		54800		337
1373		P		54960		902
1374		B		54880		178
1375		B		54920		220
1376		P		55080		1147
1377		B		55000		427
1378		B		55040		353
1379		I		55200		3515
1380		B		55120		666
1381		B		55160		834
1382		P		55320		2719
1383		B		55240		847
1384		B		55280		864
1385		P		55440		1499
1386		B		55360		691
1387		B		55400		837
1388		P		55560		1717
1389		B		55480		853
1390		B		55520		760
1391		I		55680		3825
1392		B		55600		594
1393		B		55640		566
1394		P		55800		1618
1395		B		55720		743
1396		B		55760		784
1397		P		55920		1910
1398		B		55840		922
1399		B		55880		689
1400		P		56040		1934
1401		B		55960		737
1402		B		56000		774
1403		I		56160		4836
1404		B		56080		869
1405		B		56120		833
1406		P		56280		1376
1407		B		56200		621
1408		B		56240		713
1409		P		56400		1479
1410		B		56320		771
1411		B		56360		538
1412		P		56520		1160
1413		B		56440		435
1414		B		56480		480
1415		I		56640		4062
1416		B		56560		629
1417		B		56600		652
1418		P		56760		1508
1419		B		56680		383
1420		B		56720		395
1421		P		56880		1284
1422		B		56800		419
1423		B		56840		552
1424		P		57000		1572
1425		B		56920		791
